Nombre,Hora,Diferencia_Minutos
[G] X 19 X BELGRANO A.SEGUI,13:33:20,1
[C] CEMENT. POR BELG. A GORINA,13:39:29,6
[D] X CENTENARIO A SEGUI,13:48:29,9
[G] X 19 X BELGRANO A.SEGUI,14:03:20,15
[F] X19 X CENTENARIO A GORINA,14:03:29,0
[A1] CEMENT. L.P. A 32 Y 120,14:13:29,10
[D] X CENTENARIO A SEGUI,14:18:29,5
[BC] CEMENT. X BELG. A C BELL,14:27:29,9
[I] X CENTENARIO LOS PORTEÑOS,14:32:29,5
[G] X 19 X BELGRANO A.SEGUI,14:33:20,1
[BG]CEMENT X BELG. A GUTIERREZ,14:45:29,12
[D] X CENTENARIO A SEGUI,14:48:29,3
[HX28] CLUB.EST. A ARCO.,14:53:29,5
[A1] CEMENT. L.P. A 32 Y 120,14:58:29,5
[G] X 19 X BELGRANO A.SEGUI,15:03:20,5
[F] X19 X CENTENARIO A GORINA,15:03:29,0
[D] X CENTENARIO A SEGUI,15:18:29,15
[B11] CEMENT. X BELG. A C BELL,15:27:29,9
[I] X CENTENARIO LOS PORTEÑOS,15:32:29,5
[G] X 19 X BELGRANO A.SEGUI,15:33:20,1
[A1] CEMENT. L.P. A 32 Y 120,15:43:29,10
[D] X CENTENARIO A SEGUI,15:48:29,5
[C] CEMENT. POR BELG. A GORINA,16:02:29,14
[G] X 19 X BELGRANO A.SEGUI,16:03:20,1
[F] X19 X CENTENARIO A GORINA,16:03:29,0
[D] X CENTENARIO A SEGUI,16:18:29,15
[BC] CEMENT. X BELG. A C BELL,16:27:29,9
[A1] CEMENT. L.P. A 32 Y 120,16:28:29,1
[I] X CENTENARIO LOS PORTEÑOS,16:32:29,4
[G] X 19 X BELGRANO A.SEGUI,16:33:20,1
[BG]CEMENT X BELG. A GUTIERREZ,16:45:29,12
[D] X CENTENARIO A SEGUI,16:48:29,3
[HX28] CLUB.EST. A ARCO.,16:53:29,5
[G] X 19 X BELGRANO A.SEGUI,17:03:20,10
[F] X19 X CENTENARIO A GORINA,17:03:29,0
[A1] CEMENT. L.P. A 32 Y 120,17:13:29,10
[D] X CENTENARIO A SEGUI,17:18:29,5
[B11] CEMENT. X BELG. A C BELL,17:27:29,9
[G] X 19 X BELGRANO A.SEGUI,17:28:20,1
[I] X CENTENARIO LOS PORTEÑOS,17:32:29,4
[D] X CENTENARIO A SEGUI,17:38:29,6
[C] CEMENT. POR BELG. A GORINA,17:44:29,6
[G] X 19 X BELGRANO A.SEGUI,17:48:20,4
[A1] CEMENT. L.P. A 32 Y 120,17:58:29,10
[D] X CENTENARIO A SEGUI,17:58:29,0
[I] X CENTENARIO LOS PORTEÑOS,18:02:29,4
[G] X 19 X BELGRANO A.SEGUI,18:08:20,6
[F] X19 X CENTENARIO A GORINA,18:11:29,3
[D] X CENTENARIO A SEGUI,18:18:29,7
[G] X 19 X BELGRANO A.SEGUI,18:28:20,10
[I] X CENTENARIO LOS PORTEÑOS,18:32:29,4
[BC] CEMENT. X BELG. A C BELL,18:38:29,6
[D] X CENTENARIO A SEGUI,18:38:29,0
[BG]CEMENT X BELG. A GUTIERREZ,18:45:29,7
[G] X 19 X BELGRANO A.SEGUI,18:48:20,3
[HX28] CLUB.EST. A ARCO.,18:53:29,5
[A1] CEMENT. L.P. A 32 Y 120,18:58:29,5
[D] X CENTENARIO A SEGUI,18:58:29,0
[G] X 19 X BELGRANO A.SEGUI,19:08:20,10
[F] X19 X CENTENARIO A GORINA,19:10:29,2
[D] X CENTENARIO A SEGUI,19:18:29,8
[G] X 19 X BELGRANO A.SEGUI,19:28:20,10
[I] X CENTENARIO LOS PORTEÑOS,19:32:29,4
[C] CEMENT. POR BELG. A GORINA,19:38:29,6
[D] X CENTENARIO A SEGUI,19:38:29,0
[BC] CEMENT. X BELG. A C BELL,19:43:29,5
[G] X 19 X BELGRANO A.SEGUI,19:48:20,5
[D] X CENTENARIO A SEGUI,19:58:29,10
[F] X19 X CENTENARIO A GORINA,20:03:29,5
[G] X 19 X BELGRANO A.SEGUI,20:09:20,6
[A1] CEMENT. L.P. A 32 Y 120,20:13:29,4
[D] X CENTENARIO A SEGUI,20:18:29,5
