Nombre,Hora,Diferencia_Minutos
[D] X CENTENARIO AL CEMENT.,20:25:01,11
[D] X CENTENARIO A SEGUI,20:30:59,6
[D] X CENTENARIO AL CEMENT.,20:44:01,13
[D] X CENTENARIO A SEGUI,20:50:59,7
[D] X CENTENARIO AL CEMENT.,21:04:01,13
[D] X CENTENARIO A SEGUI,21:15:59,12
[D] X CENTENARIO AL CEMENT.,21:24:01,8
[HX28] CLUB EST. AL CEMENTERIO,21:36:54,13
[D] X CENTENARIO AL CEMENT.,21:49:01,12
[D] X CENTENARIO A SEGUI,21:50:59,2
[BG]GUTIERREZ X BELG.A CEMENT.,22:10:54,20
[D] X CENTENARIO A SEGUI,22:22:59,12
[D] X CENTENARIO AL CEMENT.,22:24:01,1
[D] X CENTENARIO AL CEMENT.,22:56:01,32
[D] X CENTENARIO A SEGUI,23:05:59,10
[D] X CENTENARIO A SEGUI,23:35:59,30
[D] X CENTENARIO AL CEMENT.,23:39:01,3
[TOP] A P. MORENO X CENTENARIO,06:51:44,412
[TOP] A P. MORENO X CENTENARIO,07:36:44,45
[TOP] A P. MORENO X CENTENARIO,08:26:44,50
[TOP] A P. MORENO X CENTENARIO,09:11:44,45
[TOP] A P. MORENO X CENTENARIO,10:01:44,50
[TOP] A P. MORENO X CENTENARIO,10:46:44,45
[TOP] A P. MORENO X CENTENARIO,11:36:44,50
[TOP] A P. MORENO X CENTENARIO,12:21:44,45
[TOP] A P. MORENO X CENTENARIO,13:06:44,45
[TOP] A P. MORENO X CENTENARIO,13:51:44,45
[TOP] A P. MORENO X CENTENARIO,14:41:44,50
[TOP] A P. MORENO X CENTENARIO,15:26:44,45
[TOP] A P. MORENO X CENTENARIO,16:16:44,50
[TOP] A P. MORENO X CENTENARIO,17:01:44,45
[TOP] A P. MORENO X CENTENARIO,17:51:44,50
[TOP] A P. MORENO X CENTENARIO,18:36:44,45
[TOP] A P. MORENO X CENTENARIO,19:21:44,45
[TOP] A P. MORENO X CENTENARIO,20:02:44,41
[TOP] A P. MORENO X CENTENARIO,20:43:44,41
[TOP] A P. MORENO X CENTENARIO,21:24:44,41
