Nombre,Hora,Diferencia_Minutos
[D] X CENTENARIO A SEGUI,12:13:59,1
[HX28] CLUB EST. AL CEMENTERIO,12:25:32,12
[D] X CENTENARIO A SEGUI,12:30:59,5
[D] X CENTENARIO AL CEMENT.,12:32:21,1
[BG]GUTIERREZ X BELG.A CEMENT.,12:46:54,15
[D] X CENTENARIO A SEGUI,12:46:59,0
[D] A.SEGUI-PZA MORENO X CENT.,12:49:21,2
[D] X CENTENARIO A SEGUI,13:01:59,13
[D] X CENTENARIO AL CEMENT.,13:06:21,4
[HX28] CLUB EST. AL CEMENTERIO,13:10:32,4
[D] X CENTENARIO A SEGUI,13:20:59,10
[D] X CENTENARIO AL CEMENT.,13:22:21,1
[BG]GUTIERREZ X BELG.A CEMENT.,13:31:54,10
[HX28] CLUB EST. AL CEMENTERIO,13:34:32,3
[D] A.SEGUI-PZA MORENO X CENT.,13:37:21,3
[D] X CENTENARIO A SEGUI,13:38:59,2
[D] X CENTENARIO AL CEMENT.,13:56:21,17
[D] X CENTENARIO A SEGUI,13:56:59,1
[HX28] CLUB EST. AL CEMENTERIO,14:05:32,9
[D] X CENTENARIO AL CEMENT.,14:14:21,9
[D] X CENTENARIO A SEGUI,14:14:59,1
[BG]GUTIERREZ X BELG.A CEMENT.,14:16:54,2
[D] X CENTENARIO A SEGUI,14:24:59,8
[D] X CENTENARIO A SEGUI,14:31:59,7
[D] X CENTENARIO AL CEMENT.,14:32:21,0
[HX28] CLUB EST. AL CEMENTERIO,14:37:32,5
[D] X CENTENARIO AL CEMENT.,14:50:21,13
[D] X CENTENARIO A SEGUI,14:50:59,1
[D] X CENTENARIO AL CEMENT.,15:00:21,9
[BG]GUTIERREZ X BELG.A CEMENT.,15:01:54,2
[D] A.SEGUI-PZA MORENO X CENT.,15:07:21,5
[D] X CENTENARIO A SEGUI,15:08:59,2
[D] X CENTENARIO A SEGUI,15:25:59,17
[D] X CENTENARIO AL CEMENT.,15:26:21,0
[HX28] CLUB EST. AL CEMENTERIO,15:28:32,2
[D] X CENTENARIO AL CEMENT.,15:44:21,16
[BG]GUTIERREZ X BELG.A CEMENT.,15:46:54,3
[HX28] CLUB EST. AL CEMENTERIO,15:48:32,2
[D] X CENTENARIO A SEGUI,15:48:59,0
[D] A.SEGUI-PZA MORENO X CENT.,16:01:21,12
[D] X CENTENARIO A SEGUI,16:01:59,1
[D] X CENTENARIO AL CEMENT.,16:24:21,22
[D] X CENTENARIO A SEGUI,16:24:59,1
[HX28] CLUB EST. AL CEMENTERIO,16:25:32,1
[BG]GUTIERREZ X BELG.A CEMENT.,16:26:54,1
[D] X CENTENARIO A SEGUI,16:36:59,10
[D] A.SEGUI-PZA MORENO X CENT.,16:37:21,0
[D] X CENTENARIO A SEGUI,16:51:59,15
[HX28] CLUB EST. AL CEMENTERIO,16:54:32,3
[D] X CENTENARIO AL CEMENT.,17:00:21,6
[D] X CENTENARIO A SEGUI,17:08:59,9
[HX28] CLUB EST. AL CEMENTERIO,17:10:32,2
[BG]GUTIERREZ X BELG.A CEMENT.,17:11:54,1
[D] X CENTENARIO AL CEMENT.,17:12:21,0
[D] X CENTENARIO A SEGUI,17:24:59,13
[D] X CENTENARIO AL CEMENT.,17:27:21,2
[D] X CENTENARIO A SEGUI,17:41:59,15
[D] X CENTENARIO AL CEMENT.,17:44:21,2
[BG]GUTIERREZ X BELG.A CEMENT.,17:56:54,13
[HX28] CLUB EST. AL CEMENTERIO,17:59:32,3
[D] X CENTENARIO AL CEMENT.,18:00:21,1
[D] X CENTENARIO A SEGUI,18:00:59,1
[D] X CENTENARIO AL CEMENT.,18:17:21,16
[D] X CENTENARIO A SEGUI,18:17:59,1
[BG]GUTIERREZ X BELG.A CEMENT.,18:26:54,9
[D] X CENTENARIO A SEGUI,18:32:59,6
[HX28] CLUB EST. AL CEMENTERIO,18:35:32,3
[D] X CENTENARIO AL CEMENT.,18:36:21,1
[D] X CENTENARIO A SEGUI,18:42:59,7
[D] A.SEGUI-PZA MORENO X CENT.,18:53:21,10
[BG]GUTIERREZ X BELG.A CEMENT.,18:56:54,4
[D] X CENTENARIO A SEGUI,18:58:59,2
[D] X CENTENARIO AL CEMENT.,19:08:21,9
[HX28] CLUB EST. AL CEMENTERIO,19:08:32,0
[D] X CENTENARIO A SEGUI,19:14:59,6
[D] X CENTENARIO AL CEMENT.,19:18:21,3
[BG]GUTIERREZ X BELG.A CEMENT.,19:26:54,9
[D] X CENTENARIO AL CEMENT.,19:34:21,7
[D] X CENTENARIO A SEGUI,19:34:59,1
[HX28] CLUB EST. AL CEMENTERIO,19:40:32,6
[D] X CENTENARIO AL CEMENT.,19:50:21,10
[D] X CENTENARIO A SEGUI,19:54:59,5
[D] X CENTENARIO AL CEMENT.,20:10:21,15
[D] X CENTENARIO A SEGUI,20:14:59,5
[BG]GUTIERREZ X BELG.A CEMENT.,20:16:54,2
[D] X CENTENARIO AL CEMENT.,20:30:21,13
[D] X CENTENARIO A SEGUI,20:31:59,2
[HX28] CLUB EST. AL CEMENTERIO,20:37:32,6
[D] X CENTENARIO AL CEMENT.,20:47:01,9
[D] X CENTENARIO A SEGUI,20:50:59,4
[HX28] CLUB EST. AL CEMENTERIO,20:55:32,5
[D] X CENTENARIO AL CEMENT.,21:03:21,8
[BG]GUTIERREZ X BELG.A CEMENT.,21:05:54,3
[D] X CENTENARIO A SEGUI,21:11:59,6
[HX28] CLUB EST. AL CEMENTERIO,21:14:32,3
[D] X CENTENARIO AL CEMENT.,21:19:01,4
[D] X CENTENARIO A SEGUI,21:38:59,20
[D] X CENTENARIO AL CEMENT.,21:40:01,1
[BG]GUTIERREZ X BELG.A CEMENT.,21:47:54,8
[HX28] CLUB EST. AL CEMENTERIO,21:55:32,8
[D] X CENTENARIO A SEGUI,22:05:59,10
[D] X CENTENARIO AL CEMENT.,22:07:01,1
[BG]GUTIERREZ X BELG.A CEMENT.,22:31:54,25
[D] X CENTENARIO AL CEMENT.,22:34:01,2
[D] X CENTENARIO A SEGUI,22:35:59,2
[D] X CENTENARIO AL CEMENT.,23:04:01,28
[D] X CENTENARIO A SEGUI,23:15:59,12
[D] X CENTENARIO AL CEMENT.,23:44:01,28
[D] X CENTENARIO A SEGUI,23:45:59,2
[TOP] A P. MORENO X CENTENARIO,06:52:19,412
[TOP] A P. MORENO X CENTENARIO,07:26:19,34
[TOP] A P. MORENO X CENTENARIO,08:00:19,34
[TOP] A P. MORENO X CENTENARIO,08:34:19,34
[TOP] A P. MORENO X CENTENARIO,09:08:19,34
[TOP] A P. MORENO X CENTENARIO,09:42:19,34
[TOP] A P. MORENO X CENTENARIO,10:16:19,34
[TOP] A P. MORENO X CENTENARIO,10:50:19,34
[TOP] A P. MORENO X CENTENARIO,11:24:19,34
[TOP] A P. MORENO X CENTENARIO,11:54:19,30
[TOP] A P. MORENO X CENTENARIO,12:28:19,34
[TOP] A P. MORENO X CENTENARIO,13:02:19,34
[TOP] A P. MORENO X CENTENARIO,13:40:19,38
[TOP] A P. MORENO X CENTENARIO,14:14:19,34
